E_MeV,sigma_el_mb,delta_sigma_el_mb,sigma_tot_mb,delta_sigma_tot_mb,sigma_inel_mb,delta_sigma_inel_mb,P_el,P_inel,delta_P_el,delta_P_inel
300.0,20.01533357626124,2.001533357626124,24.299,1.0,4.283666423738758,2.237439559337884,0.8237101763966106,0.1762898236033894,0.0890736898028872,0.0890736898028872
345.0,14.767708051510404,0.2848858887910739,24.835472527472525,0.23,10.067764475962122,0.36614200746743075,0.5946215855234744,0.40537841447652556,0.012724250817270057,0.012724250817270057
